pair_id,PatientID,dataset_split,panel,input_path,output_path,input_min,input_max,input_mean,input_std,percentile_1,percentile_99,output_min,output_max,output_mean,output_std,original_width,original_height,new_width,new_height,pad_left,pad_top,scale
W2PAIR_0008,LiverUS-106,test,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/test/LiverUS-106/W2PAIR_0008/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0009,LiverUS-106,test,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/test/LiverUS-106/W2PAIR_0009/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0009,LiverUS-106,test,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/test/LiverUS-106/W2PAIR_0009/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0010,LiverUS-106,test,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/test/LiverUS-106/W2PAIR_0010/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0010,LiverUS-106,test,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/test/LiverUS-106/W2PAIR_0010/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0011,LiverUS-106,test,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/test/LiverUS-106/W2PAIR_0011/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0011,LiverUS-106,test,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/test/LiverUS-106/W2PAIR_0011/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0012,LiverUS-107,train,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-107/W2PAIR_0012/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0012,LiverUS-107,train,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-107/W2PAIR_0012/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0013,LiverUS-107,train,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-107/W2PAIR_0013/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0013,LiverUS-107,train,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-107/W2PAIR_0013/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0014,LiverUS-107,train,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-107/W2PAIR_0014/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0014,LiverUS-107,train,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-107/W2PAIR_0014/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0015,LiverUS-110,train,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-110/W2PAIR_0015/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0015,LiverUS-110,train,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-110/W2PAIR_0015/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0016,LiverUS-110,train,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-110/W2PAIR_0016/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0016,LiverUS-110,train,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-110/W2PAIR_0016/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0017,LiverUS-110,train,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-110/W2PAIR_0017/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0017,LiverUS-110,train,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-110/W2PAIR_0017/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0018,LiverUS-110,train,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-110/W2PAIR_0018/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0018,LiverUS-110,train,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-110/W2PAIR_0018/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0019,LiverUS-118,val,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-118/W2PAIR_0019/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0019,LiverUS-118,val,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-118/W2PAIR_0019/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0020,LiverUS-118,val,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-118/W2PAIR_0020/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0020,LiverUS-118,val,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-118/W2PAIR_0020/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0021,LiverUS-118,val,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-118/W2PAIR_0021/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0021,LiverUS-118,val,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-118/W2PAIR_0021/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0022,LiverUS-118,val,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-118/W2PAIR_0022/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0022,LiverUS-118,val,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-118/W2PAIR_0022/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0023,LiverUS-118,val,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-118/W2PAIR_0023/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0023,LiverUS-118,val,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-118/W2PAIR_0023/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0024,LiverUS-118,val,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-118/W2PAIR_0024/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0024,LiverUS-118,val,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-118/W2PAIR_0024/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0025,LiverUS-118,val,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-118/W2PAIR_0025/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0025,LiverUS-118,val,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/val/LiverUS-118/W2PAIR_0025/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0026,LiverUS-63,train,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-63/W2PAIR_0026/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0026,LiverUS-63,train,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-63/W2PAIR_0026/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0027,LiverUS-63,train,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-63/W2PAIR_0027/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0027,LiverUS-63,train,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-63/W2PAIR_0027/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0028,LiverUS-63,train,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-63/W2PAIR_0028/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0028,LiverUS-63,train,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-63/W2PAIR_0028/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0029,LiverUS-63,train,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-63/W2PAIR_0029/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
W2PAIR_0029,LiverUS-63,train,B,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_b_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-63/W2PAIR_0029/panel_b_preprocessed.png,0,255,37.35013727365271,53.84442662423318,0.0,197.0,0,255,43.623809814453125,63.87885565805464,385,421,234,256,11,0,0.6080760095011877
W2PAIR_0030,LiverUS-63,train,A,/kaggle/input/datasets/omneyasaeid/week2-inputs-for-week3-zip/project_rooting_week2/derived/week2_paired_samples/W2PAIR_0069/panel_a_candidate.png,/kaggle/working/project_rooting_week3/derived/preprocessed_pairs/train/LiverUS-63/W2PAIR_0030/panel_a_preprocessed.png,0,255,92.34804750593824,63.69534672086844,0.0,255.0,0,255,82.25079345703125,65.46619713180019,375,421,228,256,14,0,0.6080760095011877
