item_id,pair_id,PatientID,dataset_split,augmentation_index,panel_a_path,panel_b_path,seed,angle,scale,tx,ty,gamma,gain,offset,speckle_sigma,panel_a_output_min,panel_a_output_max,panel_a_output_mean,panel_a_output_std,panel_b_output_min,panel_b_output_max,panel_b_output_mean,panel_b_output_std
W2PAIR_0004__aug_02,W2PAIR_0004,LiverUS-102,train,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0004/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0004/aug_02/panel_b_augmented.png,2461047955,-2.140508246449814,0.9703091313735025,-5,7,1.0034126887827421,0.9982099245229499,6.13405228790516,0.016904965067929312,5,255,82.23599243164062,64.77085041649309,5,255,46.233734130859375,59.67624004922489
W2PAIR_0004__aug_03,W2PAIR_0004,LiverUS-102,train,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0004/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0004/aug_03/panel_b_augmented.png,2797107536,6.748702930520441,1.041480282019281,-3,-7,1.0375757526844513,0.9041651748328482,5.730318140786304,0.016652088698179746,5,251,83.45628356933594,55.41073147949267,5,242,46.199798583984375,55.501779316375526
W2PAIR_0005__aug_01,W2PAIR_0005,LiverUS-102,train,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0005/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0005/aug_01/panel_b_augmented.png,2066972741,1.7126282417512915,1.0404627125002186,7,5,1.0235371554853476,0.9934275898201568,-9.586973996020475,0.03747262309077295,0,255,78.68113708496094,57.987656920485556,0,255,40.03874206542969,57.869953323893334
W2PAIR_0005__aug_02,W2PAIR_0005,LiverUS-102,train,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0005/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0005/aug_02/panel_b_augmented.png,3124796832,-3.984633545068471,0.9975572829108579,-8,3,1.1251243619824498,1.0263854074831888,-7.092875503758491,0.01429284799869096,0,255,71.05033874511719,59.9547750971774,0,255,36.09751892089844,56.57001684079371
W2PAIR_0005__aug_03,W2PAIR_0005,LiverUS-102,train,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0005/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0005/aug_03/panel_b_augmented.png,2788737251,4.155341254863934,1.0155922189883593,-7,4,1.133858852633331,1.03324554891377,-9.764085435348646,0.029631842212631095,0,255,71.98095703125,58.69641555608757,0,255,36.366455078125,56.677996724712294
W2PAIR_0006__aug_01,W2PAIR_0006,LiverUS-102,train,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0006/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0006/aug_01/panel_b_augmented.png,2039579427,-5.187940369802711,0.9903755361803079,1,-8,0.8762748985565662,0.9512513845961833,1.249698612200108,0.03097772138134482,1,255,84.70196533203125,64.72896876973199,1,255,45.92079162597656,61.12065197408799
W2PAIR_0006__aug_02,W2PAIR_0006,LiverUS-102,train,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0006/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0006/aug_02/panel_b_augmented.png,45260133,5.42627699288211,0.9794599104251203,7,-8,0.895935554966361,1.0866437054670561,6.115341227980586,0.020309102884593158,5,255,97.64567565917969,73.19203879359065,5,255,55.0511474609375,68.46572046691999
W2PAIR_0006__aug_03,W2PAIR_0006,LiverUS-102,train,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0006/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0006/aug_03/panel_b_augmented.png,290799448,-1.41715614257215,0.9984514449613873,-5,-2,0.9641672266617887,0.9925507453733711,0.3103239744429196,0.02408349572390572,0,255,83.22077941894531,65.02961837196527,0,255,44.15461730957031,62.63883922962999
W2PAIR_0007__aug_01,W2PAIR_0007,LiverUS-102,train,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0007/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0007/aug_01/panel_b_augmented.png,443840554,2.8996204305285094,1.0006524817076485,5,8,0.9084646012366401,0.9496532623486151,4.608541564424932,0.046000314020020784,3,255,87.10966491699219,63.994351714544074,3,255,48.442657470703125,61.5366516695503
W2PAIR_0007__aug_02,W2PAIR_0007,LiverUS-102,train,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0007/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0007/aug_02/panel_b_augmented.png,4187186323,-5.274988285778727,1.0462918391562086,-8,6,1.0953756813695161,0.9547595502540409,6.320720328884256,0.03530911082326743,5,255,85.47200012207031,57.28079856052502,5,255,47.31184387207031,57.433167980560164
W2PAIR_0007__aug_03,W2PAIR_0007,LiverUS-102,train,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0007/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-102/W2PAIR_0007/aug_03/panel_b_augmented.png,228278608,3.769426366729517,0.9756691853397401,-8,-5,1.0957376569634136,0.9506350382548562,-4.763435430801717,0.03949090499042973,0,255,65.8172607421875,57.33023372864646,0,252,33.75347900390625,53.199366780404304
W2PAIR_0012__aug_01,W2PAIR_0012,LiverUS-107,train,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0012/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0012/aug_01/panel_b_augmented.png,3757304722,0.770097835137042,1.0441105170954992,2,-3,0.952854236379614,1.0623749531490638,9.780975528467877,0.006205308791622899,9,255,106.89093017578125,66.57322004721632,9,255,61.193603515625,67.39750355685524
W2PAIR_0012__aug_02,W2PAIR_0012,LiverUS-107,train,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0012/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0012/aug_02/panel_b_augmented.png,4093364303,-3.56209966916766,1.0078642781116154,6,-1,1.0935436934843819,0.9070301288791222,7.1950971751365564,0.010681426433081804,6,244,77.376953125,55.614579945666755,6,242,43.792877197265625,53.401594484659
W2PAIR_0012__aug_03,W2PAIR_0012,LiverUS-107,train,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0012/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0012/aug_03/panel_b_augmented.png,3307571845,-0.3869260602942237,1.025299892138655,8,-8,0.900651104269082,1.0092173646490652,1.5953277223585243,0.047921961487830206,1,255,94.05155944824219,66.3744297361571,1,255,50.889251708984375,65.22720116206989
W2PAIR_0013__aug_01,W2PAIR_0013,LiverUS-107,train,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0013/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0013/aug_01/panel_b_augmented.png,2746816197,-6.492850313885096,1.0471015455027919,-3,0,1.1282786418767965,1.0866364177775765,-9.380131873115623,0.018045688925659952,0,255,81.23924255371094,60.880644289134,0,255,41.02439880371094,61.18925209989951
W2PAIR_0013__aug_02,W2PAIR_0013,LiverUS-107,train,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0013/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0013/aug_02/panel_b_augmented.png,4131033215,2.676402331482917,0.9895540654142352,4,6,1.094026288374389,1.044219292448144,8.018123974084439,0.04723087068108212,6,255,85.51777648925781,64.56236283801034,6,255,48.407806396484375,60.76734594621756
W2PAIR_0013__aug_03,W2PAIR_0013,LiverUS-107,train,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0013/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0013/aug_03/panel_b_augmented.png,1830385213,-0.7444108848662561,1.0061604512150346,7,-8,0.9193284811098159,1.0370726445556873,-6.129431315495868,0.037835491994022336,0,255,86.61433410644531,66.06678182616737,0,255,45.213958740234375,63.71701547286098
W2PAIR_0014__aug_01,W2PAIR_0014,LiverUS-107,train,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0014/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0014/aug_01/panel_b_augmented.png,924017734,-1.720692666813,0.9703176289520611,6,-3,0.9303390309477189,0.9160617999933713,5.400719978681552,0.04182377504128198,4,255,78.9576416015625,61.7354657957327,4,255,44.444976806640625,56.77690872435638
W2PAIR_0014__aug_02,W2PAIR_0014,LiverUS-107,train,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0014/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0014/aug_02/panel_b_augmented.png,1260077315,-1.1182663357387348,0.9942957746753641,-8,5,0.920808917994914,1.0005116940035692,7.267118694369195,0.04205793560482529,5,255,92.76852416992188,66.68044019965215,6,255,52.76429748535156,63.10687685861979
W2PAIR_0014__aug_03,W2PAIR_0014,LiverUS-107,train,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0014/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-107/W2PAIR_0014/aug_03/panel_b_augmented.png,1845891537,-2.1719638595342214,0.9632806658989639,-3,3,0.8624792956041496,0.9358999293011886,8.393297591958813,0.011634918498208458,7,255,86.74208068847656,65.0719604520794,7,253,50.435333251953125,59.66615803082148
W2PAIR_0015__aug_01,W2PAIR_0015,LiverUS-110,train,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0015/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0015/aug_01/panel_b_augmented.png,907647347,5.268798837619901,1.0390601254815968,1,-2,0.9087093107906388,0.9566495080908628,9.529307953290779,0.02360982828885924,8,255,99.36805725097656,61.73748418832718,8,255,57.306640625,61.95464656543998
W2PAIR_0015__aug_02,W2PAIR_0015,LiverUS-110,train,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0015/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0015/aug_02/panel_b_augmented.png,4144790552,0.2379166346117767,0.9988250958142181,3,4,1.1364133411121564,0.9220166343324648,-2.644542270880324,0.04610929759751783,0,255,66.39677429199219,55.48178787107689,0,255,34.323974609375,53.49699883588444
W2PAIR_0015__aug_03,W2PAIR_0015,LiverUS-110,train,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0015/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0015/aug_03/panel_b_augmented.png,1056941074,-0.6289254034605323,0.971010551305201,-2,2,1.0128669883090928,0.9836929636952707,-6.2160979114385935,0.02112641302820689,0,255,71.01972961425781,61.058093251340495,0,255,36.590087890625,56.54064831177401
W2PAIR_0016__aug_01,W2PAIR_0016,LiverUS-110,train,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0016/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0016/aug_01/panel_b_augmented.png,3738313181,5.340789434083554,1.0473221197191356,4,-7,1.047905190369408,0.9919540791899931,-9.634238161937535,0.006320430693474055,0,247,78.10163879394531,56.99137063328147,0,243,39.514251708984375,57.28318640185555
W2PAIR_0016__aug_02,W2PAIR_0016,LiverUS-110,train,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0016/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0016/aug_02/panel_b_augmented.png,3139536231,3.085103792271351,0.9851805570770744,-8,6,0.89365346053042,0.9684883741990308,2.401544540598863,0.03684307867445446,2,255,84.93258666992188,65.75215710112285,2,255,46.47257995605469,61.55799212236607
W2PAIR_0016__aug_03,W2PAIR_0016,LiverUS-110,train,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0016/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0016/aug_03/panel_b_augmented.png,2081712140,0.938560834722411,1.0144022293232373,-8,-3,1.0754042306363576,1.0864402575515584,-7.549240896437121,0.04146821658137727,0,255,81.02871704101562,63.9125830109254,0,255,41.45732116699219,62.136797777081085
W2PAIR_0017__aug_01,W2PAIR_0017,LiverUS-110,train,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0017/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0017/aug_01/panel_b_augmented.png,3482329274,2.3133923908754674,1.04336378723353,-5,7,1.0737229938255695,1.0937631146838431,-3.89487721193216,0.007001654014131853,0,255,88.94900512695312,64.20538509697343,0,255,45.98408508300781,64.67923199736626
W2PAIR_0017__aug_02,W2PAIR_0017,LiverUS-110,train,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0017/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0017/aug_02/panel_b_augmented.png,2001636466,3.442048855104291,1.0118432260297858,3,8,0.8836497805072123,1.0834546710752917,-9.729936699423796,0.016544882738809975,0,255,91.31196594238281,68.44979966443569,0,255,47.50309753417969,66.66345449136047
W2PAIR_0017__aug_03,W2PAIR_0017,LiverUS-110,train,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0017/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0017/aug_03/panel_b_augmented.png,2337696047,-5.381125245970237,0.9737774620705201,3,-8,1.1123253963317226,1.0684734958814908,0.694987333437469,0.03222604360011568,0,255,76.45930480957031,66.01835902552381,0,255,40.048065185546875,61.083129595920994
W2PAIR_0018__aug_01,W2PAIR_0018,LiverUS-110,train,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0018/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0018/aug_01/panel_b_augmented.png,390651929,1.478512811688967,0.96526585765826,8,-4,0.8529392834599719,0.957600614507403,-2.633468079155879,0.0259841121251629,0,255,79.13905334472656,65.71154935017381,0,249,42.18028259277344,60.33172395432606
W2PAIR_0018__aug_02,W2PAIR_0018,LiverUS-110,train,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0018/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0018/aug_02/panel_b_augmented.png,1532032360,6.767136652125982,1.048251813428374,-3,5,1.1014778126351612,0.9617934613864851,0.4926239292979968,0.007927674630393972,0,251,80.20367431640625,57.314086140686015,0,248,41.91111755371094,57.577467672923596
W2PAIR_0018__aug_03,W2PAIR_0018,LiverUS-110,train,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0018/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-110/W2PAIR_0018/aug_03/panel_b_augmented.png,1868091941,-5.8297439388033645,0.9789534114865532,0,1,1.0070409105545122,0.9110479208031208,3.5906959382221366,0.03566853210619753,3,255,74.42582702636719,58.97324649846913,3,246,40.78300476074219,54.900261504268244
W2PAIR_0026__aug_01,W2PAIR_0026,LiverUS-63,train,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0026/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0026/aug_01/panel_b_augmented.png,2087917586,-5.132649089786582,1.0302763152871874,2,-2,0.8660327433238629,1.0652538148232893,-8.695317195026997,0.007844779493080323,0,255,95.26957702636719,67.12772849820999,0,255,49.762054443359375,66.9730529658195
W2PAIR_0026__aug_02,W2PAIR_0026,LiverUS-63,train,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0026/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0026/aug_02/panel_b_augmented.png,2360214064,-3.4946676827495207,0.9946956936111494,2,0,0.8958748482639339,0.9005783301043315,4.027450850523946,0.001037141484901094,4,234,82.53852844238281,60.47518496673077,4,233,46.02381896972656,57.22741437860348
W2PAIR_0026__aug_03,W2PAIR_0026,LiverUS-63,train,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0026/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0026/aug_03/panel_b_augmented.png,2024154483,1.8264180415911042,1.0266308114935634,4,-6,1.103828700491599,0.982992324405288,-2.6301943805816492,0.04056050352149916,0,255,76.58348083496094,58.45284898226564,0,255,39.56199645996094,57.30975449814954
W2PAIR_0027__aug_01,W2PAIR_0027,LiverUS-63,train,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0027/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0027/aug_01/panel_b_augmented.png,3422686449,-1.1003296042979542,1.0218619991263058,-2,5,0.9786996562457809,0.9139346926141448,1.5688039324622611,0.00039214901795849857,1,234,80.65118408203125,58.17082000759283,1,234,43.24171447753906,57.025689476485724
W2PAIR_0027__aug_02,W2PAIR_0027,LiverUS-63,train,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0027/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0027/aug_02/panel_b_augmented.png,3758746030,4.061178952766076,0.98741413370878,2,3,0.9244305557386095,0.9997394018756273,-8.533686730716337,0.03648678230465399,0,255,78.21922302246094,63.359663202425736,0,255,40.43656921386719,59.731820034885104
W2PAIR_0027__aug_03,W2PAIR_0027,LiverUS-63,train,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0027/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0027/aug_03/panel_b_augmented.png,1947321963,0.5106768169383757,1.0054200476337545,5,-4,1.0285895438769155,0.9705449174051135,8.392353710538934,0.030439610332925107,7,255,86.35665893554688,61.42061862918971,7,255,49.287261962890625,58.56534155157773
W2PAIR_0028__aug_01,W2PAIR_0028,LiverUS-63,train,1,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0028/aug_01/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0028/aug_01/panel_b_augmented.png,749202930,-1.591043942743699,1.0480629780560629,-1,2,1.064066892131645,0.9205569636866834,-3.9276907005930273,0.010326154469620309,0,235,75.51324462890625,54.169937403332646,0,233,38.939056396484375,54.65287807403767
W2PAIR_0028__aug_02,W2PAIR_0028,LiverUS-63,train,2,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0028/aug_02/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0028/aug_02/panel_b_augmented.png,413143349,1.946751758501021,0.9757183596084761,3,-2,0.9042454205661932,1.0986330086163807,-7.499131538566266,0.04253253847212135,0,255,86.419189453125,71.11984368616523,0,255,45.09873962402344,66.3392118025333
W2PAIR_0028__aug_03,W2PAIR_0028,LiverUS-63,train,3,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0028/aug_03/panel_a_augmented.png,/kaggle/working/project_rooting_week4/derived/augmented_pairs/train/LiverUS-63/W2PAIR_0028/aug_03/panel_b_augmented.png,775855095,-0.014645271912937297,1.0045328641961249,-8,0,1.0822826997189128,0.9451585235556212,-9.25856474869408,0.04894706016398158,0,255,66.74687194824219,55.46935186991213,0,255,33.99800109863281,53.43384443850195
